date,period,value
2020-08-25,2020-06-30,136149047.39
2021-03-30,2020-12-31,161794042.54
2021-04-27,2021-03-31,246914238.31
2021-08-26,2021-06-30,142690541.26
2022-03-28,2021-12-31,82963891.01
2022-04-26,2022-03-31,59202847.98
2022-08-24,2022-06-30,-156931972.15
2023-03-23,2022-12-31,244881997.49
2023-08-25,2023-06-30,57814327.27
2024-03-19,2023-12-31,265912221.36
2024-08-28,2024-06-30,20348949.03
2025-03-18,2024-12-31,73393502.82
2025-08-26,2025-06-30,177342163.12
2026-03-17,2025-12-31,263411991.33
