date,period,value
2020-08-25,2020-06-30,32155309.94
2021-03-30,2020-12-31,40158390.2
2021-04-27,2021-03-31,12795324.66
2021-08-26,2021-06-30,25911979.26
2022-03-28,2021-12-31,50356598.72
2022-04-26,2022-03-31,10543804.35
2022-08-24,2022-06-30,24298516.85
2023-03-23,2022-12-31,47423588.62
2023-08-25,2023-06-30,10228783.2
2024-03-19,2023-12-31,28107654.31
2024-08-28,2024-06-30,11706372.7
2025-03-18,2024-12-31,30043914.28
2025-08-26,2025-06-30,19007323.21
2026-03-17,2025-12-31,31139650.7
