date,period,value
2020-04-25,2020-03-31,3869462.85
2020-08-26,2020-06-30,32527362.89
2020-10-24,2020-09-30,88690580.06
2021-04-16,2020-12-31,236682462.67
2021-04-24,2021-03-31,280288821.38
2021-08-27,2021-06-30,366880371.53
2021-10-23,2021-09-30,361205846.79
2022-04-23,2021-12-31,323513326.75
2022-04-27,2022-03-31,341507513.57
2022-08-29,2022-06-30,330909609.45
2022-10-26,2022-09-30,336746398.34
2023-04-28,2022-12-31,325499215.9
2023-04-28,2023-03-31,286601272.4
2023-08-31,2023-06-30,249132318.08
2023-10-31,2023-09-30,262816565.79
2024-04-23,2023-12-31,274825333.03
2024-04-30,2024-03-31,287952545.95
2024-08-29,2024-06-30,305600087.75
2024-10-31,2024-09-30,325964787.1
2025-04-25,2024-12-31,341387906.27
2025-04-30,2025-03-31,339194711.34
2025-08-27,2025-06-30,338339865.57
2025-10-28,2025-09-30,320905699.56
