date,period,value
2020-04-28,2020-03-31,6320972495.16
2020-08-28,2020-06-30,7526867200.65
2020-10-30,2020-09-30,8572841800.62
2021-03-16,2020-12-31,8792017463.31
2021-04-28,2021-03-31,9225080846.32
2021-08-17,2021-06-30,10743359846.24
2021-10-21,2021-09-30,11873622230.49
2022-03-15,2021-12-31,11310946921.19
2022-04-29,2022-03-31,12035814047.31
2022-08-20,2022-06-30,13515067009.68
2022-10-28,2022-09-30,14109293803.11
2023-03-11,2022-12-31,13055587136.71
2023-04-25,2023-03-31,15113371894.34
2023-08-19,2023-06-30,15235830166.56
2023-10-18,2023-09-30,14126138366.48
2024-03-09,2023-12-31,11495615897.94
2024-04-20,2024-03-31,13505777282.52
2024-08-17,2024-06-30,14468004290.02
2024-10-19,2024-09-30,14464300466.52
2025-03-11,2024-12-31,12155474510.01
2025-04-22,2025-03-31,14334622863.3
2025-08-19,2025-06-30,15176622788.67
2025-10-24,2025-09-30,19986754010.66
2026-03-28,2025-12-31,20287920218.76
