date,period,value
2021-04-16,2020-12-31,-3581732.04
2021-04-27,2021-03-31,-363312.65
2021-08-25,2021-06-30,2384152.3
2021-10-28,2021-09-30,4690162.77
2022-04-19,2021-12-31,174322.87
2022-04-29,2022-03-31,-448900.25
2022-08-31,2022-06-30,-491703.35
2022-10-31,2022-09-30,-1669895.55
2023-04-21,2022-12-31,-739233.82
2023-04-27,2023-03-31,5065425.25
2023-08-22,2023-06-30,6134774.23
2023-10-31,2023-09-30,5930931.24
2024-03-29,2023-12-31,1384772.61
2024-04-27,2024-03-31,69924.31
2024-08-31,2024-06-30,-383087.8
2024-10-25,2024-09-30,-258012.85
2025-04-30,2024-12-31,-177086.2
2025-04-30,2025-03-31,-51690.17
2025-08-26,2025-06-30,-521969.5
2025-10-28,2025-09-30,-577886.31
