date,period,value
2021-04-23,2020-12-31,-62740600.21
2021-04-27,2021-03-31,-62740600.21
2021-08-24,2021-06-30,-4111858.37
2021-10-27,2021-09-30,-4111858.37
2022-04-26,2021-12-31,-4111858.37
2022-04-26,2022-03-31,-4111858.37
2022-08-30,2022-06-30,-4111858.37
2022-10-28,2022-09-30,-4111858.37
2023-04-27,2022-12-31,-4111858.37
2023-04-27,2023-03-31,-4111858.37
2023-08-29,2023-06-30,-4111858.37
2023-10-25,2023-09-30,-4111858.37
2024-04-27,2023-12-31,-4111858.37
2024-04-27,2024-03-31,-4111858.37
