date,period,value
2020-04-27,2020-03-31,76057964.58
2020-07-21,2020-06-30,163834829.21
2020-10-26,2020-09-30,201633703.02
2021-02-09,2020-12-31,427007286.06
2021-04-29,2021-03-31,715440610.63
2021-08-26,2021-06-30,816578985.67
2021-10-26,2021-09-30,859706154.86
2022-03-22,2021-12-31,836961890.7
2022-04-29,2022-03-31,998814166.13
2022-08-20,2022-06-30,911410616.45
2022-10-28,2022-09-30,893705283.52
2023-04-25,2022-12-31,595028653.6
2023-04-25,2023-03-31,295282620.27
2023-08-15,2023-06-30,194605846.55
2023-10-28,2023-09-30,196246812.54
2024-04-03,2023-12-31,122444477.37
2024-10-29,2024-09-30,0.0
