date,period,value
2020-04-25,2020-03-31,14370000.0
2021-04-30,2021-03-31,582351000.0
2022-03-26,2021-12-31,3502520000.0
2022-04-30,2022-03-31,112422000.0
2022-08-27,2022-06-30,855723000.0
2022-10-29,2022-09-30,181472000.0
2023-04-01,2022-12-31,876604000.0
2023-04-29,2023-03-31,228332000.0
2023-08-31,2023-06-30,100000000.0
2023-10-27,2023-09-30,100000000.0
2024-03-29,2023-12-31,100000000.0
2024-04-30,2024-03-31,250000000.0
2024-08-29,2024-06-30,250000000.0
2024-10-29,2024-09-30,450000000.0
2025-04-29,2025-03-31,502592000.0
2025-08-29,2025-06-30,376682000.0
2026-03-27,2025-12-31,198346000.0
