date,period,value
2020-04-27,2020-03-31,-2378215.96
2020-08-28,2020-06-30,604827.65
2020-10-30,2020-09-30,3056700.7
2021-04-27,2020-12-31,53339.15
2021-04-27,2021-03-31,4259190.44
2021-08-27,2021-06-30,2077570.66
2021-10-28,2021-09-30,4036459.27
2022-04-27,2021-12-31,3427931.31
2022-04-27,2022-03-31,144024.49
2022-08-30,2022-06-30,-3438317.19
2022-10-31,2022-09-30,-3427931.31
2023-04-25,2022-12-31,-3392324.57
2023-04-25,2023-03-31,21133.71
2023-08-28,2023-06-30,-35606.74
2023-10-28,2023-09-30,-35606.74
2024-04-23,2023-12-31,-35606.74
