date,period,value
2020-04-24,2020-03-31,966213096.53
2020-08-28,2020-06-30,1130277134.19
2020-10-30,2020-09-30,1348653261.5
2021-03-30,2020-12-31,1412624683.26
2021-04-29,2021-03-31,1101053082.89
2021-08-26,2021-06-30,1243526889.55
2021-10-28,2021-09-30,1439239632.15
2022-03-30,2021-12-31,741565080.73
2022-04-28,2022-03-31,1840113615.05
2022-08-26,2022-06-30,1705962199.88
2022-10-28,2022-09-30,221419235.99
2023-03-30,2022-12-31,34112630.48
2023-04-28,2023-03-31,339818.19
2025-10-29,2025-09-30,0.0
