date,period,value
2021-03-25,2020-12-31,4386.44
2021-08-19,2021-06-30,514398.52
2021-10-22,2021-09-30,514398.52
2022-03-22,2021-12-31,-606363.41
2022-08-03,2022-06-30,-98246.91
2022-10-25,2022-09-30,-98246.91
2023-03-25,2022-12-31,-313336.04
2023-08-19,2023-06-30,984708.48
2023-10-21,2023-09-30,984708.48
2024-03-27,2023-12-31,1316232.38
2024-08-21,2024-06-30,2354567.19
2024-10-23,2024-09-30,1332466.4
2025-03-27,2024-12-31,2988323.23
2025-04-28,2025-03-31,-1775759.27
2025-08-22,2025-06-30,-4230071.84
2025-10-24,2025-09-30,-3469160.58
2026-03-25,2025-12-31,-15528294.45
