date,period,value
2022-06-30,2020-12-31,12
2022-06-30,2021-12-31,12
2023-01-05,2021-09-30,9
2023-01-05,2022-06-30,6
2023-05-25,2022-03-31,1
2023-05-25,2022-12-31,12
2023-08-08,2023-06-30,6
2023-10-30,2022-09-30,9
2023-10-30,2023-09-30,9
2024-04-30,2023-03-31,1
2024-04-30,2023-12-31,12
2024-04-30,2024-03-31,1
2024-08-21,2024-06-30,6
2024-10-29,2024-09-30,9
2025-04-18,2024-12-31,12
2025-04-29,2025-03-31,1
2025-08-19,2025-06-30,6
2025-10-28,2025-09-30,9
2026-04-10,2025-12-31,12
