date,period,value
2020-04-28,2020-03-31,43529914.29
2020-08-25,2020-06-30,86764082.62
2020-10-27,2020-09-30,119471978.48
2021-04-06,2020-12-31,157516598.4
2021-04-27,2021-03-31,34824502.86
2021-08-24,2021-06-30,61313987.32
2021-10-26,2021-09-30,92454049.03
2022-03-29,2021-12-31,128158239.09
2022-04-26,2022-03-31,33580920.66
2022-08-23,2022-06-30,75401458.1
2022-10-25,2022-09-30,107975404.38
2023-04-18,2022-12-31,128073701.42
2023-04-25,2023-03-31,31907028.65
2023-08-22,2023-06-30,57876351.15
2023-10-26,2023-09-30,84633296.9
2024-04-26,2023-12-31,116704381.98
2024-04-26,2024-03-31,25133596.67
2024-08-27,2024-06-30,52438659.82
2024-10-25,2024-09-30,80403131.89
2025-04-22,2024-12-31,97004481.45
2025-04-22,2025-03-31,21953987.94
2025-08-26,2025-06-30,39679061.11
2025-10-25,2025-09-30,50249484.11
