date,period,value
2022-04-23,2021-12-31,-164631998.38
2022-04-23,2022-03-31,-1359094.02
2022-08-26,2022-06-30,-6272803.59
2022-10-29,2022-09-30,-16791470.18
2023-04-26,2022-12-31,-31743285.29
2023-04-26,2023-03-31,1934788.52
2023-08-31,2023-06-30,981526.83
2023-10-28,2023-09-30,-489247.34
2024-04-26,2023-12-31,-44740021.84
2024-04-26,2024-03-31,-2931394.9
2024-08-29,2024-06-30,2647231.62
2024-10-31,2024-09-30,1601706.31
2025-04-28,2024-12-31,-22474773.72
2025-04-28,2025-03-31,10337989.98
2025-08-28,2025-06-30,15019515.36
2025-10-29,2025-09-30,6665428.69
