date,period,value
2020-04-28,2020-03-31,3590994.23
2020-08-28,2020-06-30,25536634.68
2020-10-30,2020-09-30,33290007.4
2021-04-29,2020-12-31,5418306.35
2021-04-29,2021-03-31,6164429.55
2021-08-27,2021-06-30,7756925.16
2021-10-26,2021-09-30,13863605.25
2022-04-27,2021-12-31,9115645.63
2022-04-27,2022-03-31,10083218.5
2022-08-26,2022-06-30,7165205.68
2022-10-28,2022-09-30,28030691.31
2023-04-28,2022-12-31,41419327.08
2023-04-28,2023-03-31,37029324.33
2023-08-30,2023-06-30,55387922.84
2023-10-27,2023-09-30,39693033.81
2024-04-27,2023-12-31,7423251.52
2024-04-27,2024-03-31,32322879.86
2024-08-29,2024-06-30,54572706.71
2024-10-31,2024-09-30,3502789.21
