date,period,value
2020-10-13,2020-06-30,-138467625.48
2021-06-08,2020-12-31,-152442700.0
2021-10-08,2021-06-30,-9117400.0
2022-06-20,2021-03-31,-23823397.19
2022-06-20,2021-12-31,-129461730.03
2022-06-20,2022-03-31,5054454.64
2022-08-31,2022-06-30,4936127.91
2023-04-29,2022-12-31,-215235542.46
2023-08-29,2023-06-30,-212345159.42
2024-02-27,2023-12-31,-1169798177.02
2024-08-31,2024-06-30,-1446148041.3
2025-04-26,2024-12-31,-2545736799.1
2025-08-22,2025-06-30,-196968691.96
2026-02-28,2025-12-31,-2590067238.68
