date,period,value
2022-04-13,2021-12-31,13258216.51
2022-04-29,2022-03-31,10924649.27
2022-08-30,2022-06-30,17216618.0
2022-10-31,2022-09-30,17105290.69
2023-03-31,2022-12-31,17528906.76
2023-04-28,2023-03-31,16711534.99
2023-08-30,2023-06-30,19594899.2
2023-10-31,2023-09-30,12802527.37
2024-03-28,2023-12-31,10611575.19
2024-04-25,2024-03-31,6705159.0
2024-08-30,2024-06-30,6721708.28
2024-10-30,2024-09-30,4582253.56
2025-04-29,2024-12-31,818576.05
2025-04-29,2025-03-31,293076.05
2025-08-28,2025-06-30,524875.0
