date,period,value
2020-04-28,2020-03-31,35189114.26
2020-08-25,2020-06-30,80370263.85
2020-10-27,2020-09-30,117792102.14
2021-04-30,2020-12-31,157292590.89
2021-04-30,2021-03-31,59516332.71
2021-08-24,2021-06-30,124670593.56
2021-10-26,2021-09-30,168665060.53
2022-03-29,2021-12-31,343126807.22
2022-04-22,2022-03-31,88045831.2
2022-08-10,2022-06-30,138002169.87
2022-10-29,2022-09-30,185370854.54
2023-03-28,2022-12-31,278387550.15
2023-04-29,2023-03-31,112380511.63
2023-08-29,2023-06-30,183691819.26
2023-10-31,2023-09-30,259214549.02
2024-04-30,2023-12-31,292687877.89
2024-04-30,2024-03-31,71444273.75
2024-08-27,2024-06-30,126105793.66
2024-10-31,2024-09-30,183935982.03
2025-03-29,2024-12-31,225041833.7
2025-04-30,2025-03-31,70814566.02
2025-08-28,2025-06-30,121970607.37
2025-10-31,2025-09-30,169077384.24
2026-03-31,2025-12-31,214563997.78
