date,period,value
2020-06-18,2020-03-31,13247.84
2021-03-09,2020-09-30,-380955.33
2021-06-03,2020-12-31,-1113484.08
2021-06-03,2021-03-31,-978195.96
2021-08-23,2020-06-30,-387279.44
2021-08-23,2021-06-30,-1612705.6
2022-03-11,2021-12-31,-10756864.54
2022-08-15,2022-06-30,-58865061.31
2023-04-26,2022-12-31,-66978414.86
2023-08-25,2023-06-30,-6181117.02
2024-04-25,2023-12-31,-10672421.32
2024-08-28,2024-06-30,-1089355.81
2025-04-25,2024-12-31,-2343014.78
2025-08-28,2025-06-30,-812166.19
