date,period,value
2023-04-07,2022-12-31,8227926.54
2023-04-25,2023-03-31,6811997.34
2023-08-03,2023-06-30,8227926.54
2023-10-18,2023-09-30,8227926.54
2024-04-19,2023-12-31,9103944.24
2024-04-23,2024-03-31,9194563.71
2024-08-28,2024-06-30,9079076.99
2024-10-29,2024-09-30,8350846.9
2025-03-14,2024-12-31,30155055.09
2025-04-12,2025-03-31,27791714.37
2025-08-08,2025-06-30,24812912.14
2025-10-28,2025-09-30,24057745.06
2026-03-26,2025-12-31,64817959.42
2026-04-11,2026-03-31,64772030.72
