date,period,value
2020-04-30,2020-03-31,11914526.73
2020-08-31,2020-06-30,12762347.28
2020-10-31,2020-09-30,12793677.27
2021-04-30,2020-12-31,5380436.42
2021-04-30,2021-03-31,5360848.05
2021-08-31,2021-06-30,5305094.34
2021-10-30,2021-09-30,5303454.69
2022-03-18,2021-12-31,5315055.53
2022-04-29,2022-03-31,5298987.52
2022-08-31,2022-06-30,5298212.89
2022-10-29,2022-09-30,5298017.94
2023-03-31,2022-12-31,5321812.26
2023-04-29,2023-03-31,5303148.09
2023-08-31,2023-06-30,5307032.49
2023-10-31,2023-09-30,5304065.9
2024-03-30,2023-12-31,5232211.92
2024-04-30,2024-03-31,5231734.8
2024-08-31,2024-06-30,5231725.83
2024-10-30,2024-09-30,5227058.97
2025-03-08,2024-12-31,5227482.27
2025-04-30,2025-03-31,5227058.97
2025-08-26,2025-06-30,5227058.97
2025-10-31,2025-09-30,5227058.97
2026-03-27,2025-12-31,5227058.97
