date,period,value
2020-04-24,2020-03-31,638846000.0
2020-08-28,2020-06-30,684579000.0
2020-10-29,2020-09-30,568047000.0
2021-04-29,2020-12-31,542709000.0
2021-04-29,2021-03-31,450016000.0
2021-08-20,2021-06-30,473797000.0
2021-10-30,2021-09-30,449302000.0
2022-04-28,2021-12-31,627465000.0
2022-04-28,2022-03-31,345218000.0
2022-08-18,2022-06-30,378521000.0
2022-10-28,2022-09-30,448188000.0
2023-04-28,2022-12-31,126522000.0
2023-04-28,2023-03-31,291084000.0
2023-08-29,2023-06-30,245943000.0
2023-10-31,2023-09-30,436229000.0
2024-04-27,2023-12-31,214194000.0
2024-04-27,2024-03-31,548844000.0
2024-08-28,2024-06-30,381469000.0
2024-10-30,2024-09-30,651204000.0
2025-04-30,2024-12-31,625555000.0
2025-04-30,2025-03-31,635893000.0
2025-08-28,2025-06-30,617443000.0
2025-10-30,2025-09-30,786133000.0
