date,period,value
2020-12-29,2020-06-30,132724931.79
2021-06-23,2020-12-31,304066735.24
2021-09-28,2021-06-30,81059737.13
2022-03-28,2021-12-31,331316209.86
2022-06-17,2021-03-31,36301479.66
2022-06-17,2022-03-31,56650394.8
2022-08-18,2022-06-30,196336425.62
2023-04-03,2022-12-31,445789045.94
2023-08-25,2023-06-30,142784652.15
2024-03-29,2023-12-31,412845353.78
2024-08-13,2024-06-30,239092933.39
2025-04-09,2024-12-31,682329737.11
2025-08-13,2025-06-30,297714464.33
2026-03-27,2025-12-31,771405793.46
