date,period,value
2020-04-30,2020-03-31,87785798000.0
2020-08-28,2020-06-30,91062831000.0
2020-10-28,2020-09-30,95191170000.0
2021-03-30,2020-12-31,95942814000.0
2021-04-30,2021-03-31,104136719000.0
2021-08-28,2021-06-30,108779321000.0
2021-10-30,2021-09-30,111487338000.0
2022-04-29,2021-12-31,112741546000.0
2022-04-29,2022-03-31,116932159000.0
2022-08-27,2022-06-30,119142144000.0
2022-10-29,2022-09-30,121272049000.0
2023-03-30,2022-12-31,123067884000.0
2023-04-28,2023-03-31,128568313000.0
2023-08-29,2023-06-30,132011403000.0
2023-10-31,2023-09-30,135273215000.0
2024-03-30,2023-12-31,137355693000.0
2024-04-27,2024-03-31,144139346000.0
2024-08-30,2024-06-30,146751550000.0
2024-10-31,2024-09-30,148327736000.0
2025-03-29,2024-12-31,151214555000.0
2025-04-25,2025-03-31,160668183000.0
2025-08-29,2025-06-30,162138764000.0
2025-10-27,2025-09-30,163435893000.0
2026-03-28,2025-12-31,165350519000.0
