date,period,value
2020-08-31,2020-06-30,4704982.93
2021-03-31,2020-12-31,15795523.35
2021-07-27,2020-03-31,1731854.95
2021-07-27,2021-03-31,4330818.03
2021-08-13,2021-06-30,4624487.36
2022-04-16,2021-12-31,5846036.66
2022-08-25,2022-06-30,-1126017.68
2023-04-15,2022-12-31,19597508.55
2023-08-22,2023-06-30,10784642.07
2024-04-10,2023-12-31,13180435.29
2024-08-20,2024-06-30,2306554.06
2025-04-10,2024-12-31,3990572.82
2025-08-14,2025-06-30,2455404.54
2026-04-10,2025-12-31,15321695.98
