date,period,value
2020-08-31,2020-06-30,-133681575.44
2021-03-31,2020-12-31,-96050400.58
2021-07-27,2020-03-31,-71315986.45
2021-07-27,2021-03-31,31414767.64
2021-08-13,2021-06-30,15069900.35
2022-04-16,2021-12-31,-113698435.53
2022-08-25,2022-06-30,-195311079.95
2023-04-15,2022-12-31,-475208028.92
2023-08-22,2023-06-30,48175436.61
2024-04-10,2023-12-31,170388320.23
2024-08-20,2024-06-30,-62754657.45
2025-04-10,2024-12-31,50938434.49
2025-08-14,2025-06-30,-43807834.27
2026-04-10,2025-12-31,-71937334.39
