date,period,value
2020-04-29,2020-03-31,9885803048.9
2020-08-27,2020-06-30,10006755695.91
2020-10-30,2020-09-30,9634749783.27
2021-03-11,2020-12-31,9961513015.48
2021-04-29,2021-03-31,10142650423.14
2021-08-28,2021-06-30,10691727472.24
2021-10-29,2021-09-30,11769697951.76
2022-03-30,2021-12-31,12226809969.26
2022-04-30,2022-03-31,12956294002.25
2022-08-30,2022-06-30,13460413403.29
2022-10-29,2022-09-30,11952882785.04
2023-03-31,2022-12-31,11829468960.52
2023-04-24,2023-03-31,10593831823.78
2023-08-30,2023-06-30,11433575096.0
2023-10-28,2023-09-30,10383787063.36
2024-03-30,2023-12-31,10752264622.86
2024-04-27,2024-03-31,11850496824.99
2024-08-30,2024-06-30,11753444985.55
2024-10-31,2024-09-30,14371530095.2
2025-03-31,2024-12-31,17421923691.39
2025-04-29,2025-03-31,16839249111.65
2025-08-30,2025-06-30,18308416141.61
2025-10-25,2025-09-30,19549452022.32
2026-03-27,2025-12-31,21023400983.3
