date,period,value
2020-11-20,2020-06-30,164414612.48
2021-04-02,2020-12-31,337761631.9
2021-06-21,2020-03-31,68178640.74
2021-06-21,2021-03-31,95149617.47
2021-08-26,2021-06-30,198627654.33
2022-03-25,2021-12-31,417146991.76
2022-08-26,2022-06-30,213081180.86
2023-03-28,2022-12-31,436437644.45
2023-08-24,2023-06-30,231687616.22
2024-03-22,2023-12-31,452304049.91
2024-08-23,2024-06-30,239990993.7
2025-03-26,2024-12-31,458142946.45
2025-08-26,2025-06-30,227728217.51
2026-03-25,2025-12-31,457306469.39
