date,period,value
2021-08-26,2021-06-30,912071.45
2021-10-29,2021-09-30,1983364.24
2022-04-27,2021-12-31,807517.73
2022-04-27,2022-03-31,717468.93
2022-08-30,2022-06-30,329830.68
2022-10-27,2022-09-30,314443.79
2023-04-27,2022-12-31,330669.76
2023-04-27,2023-03-31,397251.94
2023-08-30,2023-06-30,336404.46
2023-10-27,2023-09-30,529457.2
2024-04-27,2023-12-31,413755.37
2024-04-27,2024-03-31,405668.83
2024-08-29,2024-06-30,466905.62
2024-10-29,2024-09-30,550999.23
2025-04-26,2024-12-31,559041.54
2025-04-26,2025-03-31,471396.0
2025-08-27,2025-06-30,514175.2
2025-10-31,2025-09-30,574564.83
