date,period,value
2020-04-29,2020-03-31,4161774783.56
2020-08-28,2020-06-30,4146869962.8
2020-10-30,2020-09-30,4158292499.63
2021-03-27,2020-12-31,4239617496.33
2021-04-29,2021-03-31,4282855807.04
2021-08-28,2021-06-30,4284900473.27
2021-10-29,2021-09-30,4262499788.24
2022-03-31,2021-12-31,4358608672.42
2022-04-29,2022-03-31,4343800646.7
2022-08-27,2022-06-30,4461547978.03
2022-10-28,2022-09-30,4587892610.66
2023-03-15,2022-12-31,4629603313.64
2023-04-29,2023-03-31,4677646763.81
2023-08-30,2023-06-30,5518622156.33
2023-10-31,2023-09-30,5700815387.37
2024-04-27,2023-12-31,5736410429.54
2024-04-27,2024-03-31,5687588241.01
2024-08-29,2024-06-30,6082656345.46
2024-10-30,2024-09-30,8130946507.53
2025-03-29,2024-12-31,8056176627.81
2025-04-30,2025-03-31,8100450727.73
2025-08-29,2025-06-30,8137942380.63
2025-10-30,2025-09-30,8099627651.22
2026-03-28,2025-12-31,7674297616.51
