date,period,value
2020-04-30,2020-03-31,1259953.45
2020-08-25,2020-06-30,3284620.32
2020-10-20,2020-09-30,4991588.09
2021-04-16,2020-12-31,9842036.01
2021-04-28,2021-03-31,3024383.59
2021-08-24,2021-06-30,4164332.76
2021-10-28,2021-09-30,5586297.53
2022-04-16,2021-12-31,7727631.02
2022-04-23,2022-03-31,867391.49
2022-08-27,2022-06-30,1282149.67
2022-10-29,2022-09-30,2316285.11
2023-04-28,2022-12-31,5497003.83
2023-04-28,2023-03-31,2463767.92
2023-08-26,2023-06-30,5580654.95
2023-10-19,2023-09-30,8172409.74
2024-04-13,2023-12-31,12031197.48
2024-04-30,2024-03-31,2133572.89
2024-08-23,2024-06-30,5421220.9
2024-10-31,2024-09-30,7490347.11
2025-04-30,2024-12-31,11253801.64
2025-04-30,2025-03-31,3754306.1
2025-08-30,2025-06-30,5421220.9
2025-10-31,2025-09-30,12995132.1
