date,period,value
2020-04-30,2020-03-31,8001279714.74
2020-08-28,2020-06-30,9029620906.51
2020-10-31,2020-09-30,7824483480.67
2021-03-31,2020-12-31,8193682554.76
2021-04-21,2021-03-31,8554675293.91
2021-08-28,2021-06-30,9066078551.04
2021-10-30,2021-09-30,9472197218.16
2022-03-26,2021-12-31,9990048353.53
2022-04-30,2022-03-31,9550363108.61
2022-08-23,2022-06-30,11634155208.21
2022-10-29,2022-09-30,8543770750.98
2023-03-30,2022-12-31,8649580319.71
2023-04-22,2023-03-31,9531062916.94
2023-08-31,2023-06-30,9859238849.42
2023-10-28,2023-09-30,7852003176.58
2024-03-29,2023-12-31,8158103606.55
2024-04-27,2024-03-31,9276164559.03
2024-08-31,2024-06-30,8919476068.13
2024-10-31,2024-09-30,12789491897.12
2025-03-29,2024-12-31,12005245325.9
2025-04-30,2025-03-31,12973865899.69
2025-08-30,2025-06-30,14611378165.92
2025-10-31,2025-09-30,18573960724.9
2026-03-28,2025-12-31,17730124369.85
