date,period,value
2020-04-30,2020-03-31,92245187.18
2020-08-28,2020-06-30,414430890.62
2020-10-31,2020-09-30,847977980.18
2021-03-31,2020-12-31,1264503482.85
2021-04-21,2021-03-31,446506990.34
2021-08-28,2021-06-30,1050096626.23
2021-10-30,2021-09-30,1313845818.94
2022-03-26,2021-12-31,1557032891.52
2022-04-30,2022-03-31,5030227.0
2022-08-23,2022-06-30,61024708.53
2022-10-29,2022-09-30,97488963.06
2023-03-30,2022-12-31,96212588.29
2023-04-22,2023-03-31,50365938.19
2023-08-31,2023-06-30,84195470.35
2023-10-28,2023-09-30,164385948.22
2024-03-29,2023-12-31,300815779.22
2024-04-27,2024-03-31,139281940.82
2024-08-31,2024-06-30,240605710.27
2024-10-31,2024-09-30,297895601.19
2025-03-29,2024-12-31,306773258.72
2025-04-30,2025-03-31,1011972.97
2025-08-30,2025-06-30,1784577.34
2025-10-31,2025-09-30,3447246.71
2026-03-28,2025-12-31,6351048.26
