date,period,value
2020-04-30,2020-03-31,194314407.72
2020-08-28,2020-06-30,344065137.59
2020-10-31,2020-09-30,600656304.5
2021-03-31,2020-12-31,790645044.22
2021-04-21,2021-03-31,188435776.75
2021-08-28,2021-06-30,385140671.66
2021-10-30,2021-09-30,649116744.48
2022-03-26,2021-12-31,845736024.69
2022-04-30,2022-03-31,168292020.01
2022-08-23,2022-06-30,328648745.72
2022-10-29,2022-09-30,490629369.63
2023-03-30,2022-12-31,631771764.65
2023-04-22,2023-03-31,129311431.5
2023-08-31,2023-06-30,266688348.59
2023-10-28,2023-09-30,399005957.55
2024-03-29,2023-12-31,531862054.5
2024-04-27,2024-03-31,123440313.9
2024-08-31,2024-06-30,248077408.62
2024-10-31,2024-09-30,363291225.27
2025-03-29,2024-12-31,642907031.27
2025-04-30,2025-03-31,191740704.82
2025-08-30,2025-06-30,358387152.25
2025-10-31,2025-09-30,624696624.57
2026-03-28,2025-12-31,822938775.02
