date,period,value
2020-08-21,2020-06-30,1197665166.38
2021-03-16,2020-12-31,1197665166.38
2021-08-14,2021-06-30,1410534462.09
2022-03-19,2021-12-31,1410534462.09
2022-08-16,2022-06-30,1459348064.58
2022-11-29,2022-04-30,1459348064.58
2023-03-23,2022-12-31,1459348064.58
2023-08-30,2023-06-30,1546284359.72
2024-03-22,2023-12-31,1546284359.72
2024-08-23,2024-06-30,1365937403.37
2025-03-12,2024-12-31,1366833385.12
2025-08-16,2025-06-30,2133924411.77
2026-03-20,2025-12-31,2133924411.77
