date,period,value
2020-04-30,2020-03-31,22368702.56
2020-08-20,2020-06-30,24576593.64
2020-10-28,2020-09-30,27764395.93
2021-04-22,2020-12-31,4012672.22
2021-04-28,2021-03-31,633500.0
2021-08-25,2021-06-30,5148526.81
2021-10-28,2021-09-30,572255.0
2022-04-21,2021-12-31,9799354.18
2022-04-28,2022-03-31,56084223.64
2022-10-29,2022-09-30,252801827.17
2023-04-28,2022-12-31,31418417.27
2023-04-29,2023-03-31,40498739.56
2023-08-24,2023-06-30,182850.0
2023-10-26,2023-09-30,1929180.0
2024-04-18,2023-12-31,252526.23
2024-04-30,2024-03-31,26286114.82
2024-08-23,2024-06-30,7001944.92
2024-10-25,2024-09-30,5380393.58
2025-04-23,2024-12-31,8167813.81
2025-04-30,2025-03-31,7885272.65
2025-08-22,2025-06-30,936340.0
2025-10-29,2025-09-30,34790758.31
