date,period,value
2020-04-25,2020-03-31,52091215.28
2020-08-27,2020-06-30,85724995.86
2020-10-28,2020-09-30,114884858.27
2021-04-10,2020-12-31,154214622.55
2021-04-27,2021-03-31,37887141.58
2021-08-20,2021-06-30,98016185.1
2021-10-26,2021-09-30,147172080.27
2022-04-15,2021-12-31,205781396.48
2022-04-28,2022-03-31,123432966.61
2022-08-25,2022-06-30,196398254.78
2022-10-28,2022-09-30,280421615.86
2023-04-15,2022-12-31,340360326.24
2023-04-28,2023-03-31,50543408.8
2023-08-25,2023-06-30,128315269.38
2023-10-27,2023-09-30,215132930.38
2024-04-19,2023-12-31,292336638.46
2024-04-30,2024-03-31,108959949.85
2024-08-28,2024-06-30,197669896.53
2024-10-29,2024-09-30,285823839.38
2025-04-26,2024-12-31,365186540.43
2025-04-26,2025-03-31,73787603.29
2025-08-28,2025-06-30,143432026.47
2025-10-29,2025-09-30,223512760.71
