date,period,value
2020-04-30,2020-03-31,9043958.71
2020-08-25,2020-06-30,17270060.18
2020-10-20,2020-09-30,21187152.58
2021-04-30,2020-12-31,24284343.32
2021-04-30,2021-03-31,2862253.68
2021-08-31,2021-06-30,7569237.19
2021-10-26,2021-09-30,12600155.92
2022-04-26,2021-12-31,16392435.34
2022-04-30,2022-03-31,2289114.85
2022-08-23,2022-06-30,4611647.61
2022-10-25,2022-09-30,5274645.56
2023-04-25,2022-12-31,5938075.88
2023-04-29,2023-03-31,375112.11
2023-08-29,2023-06-30,198050.37
2023-10-31,2023-09-30,19219.77
2024-04-23,2023-12-31,434840.22
