date,period,value
2020-04-30,2020-03-31,5704508403.81
2020-08-19,2020-06-30,6611109877.32
2020-10-31,2020-09-30,5953523109.27
2021-03-16,2020-12-31,8195383988.44
2021-04-29,2021-03-31,7045400388.53
2021-08-14,2021-06-30,6802803868.59
2021-10-28,2021-09-30,6878158099.52
2022-03-09,2021-12-31,6573681798.0
2022-04-30,2022-03-31,6338583266.45
2022-08-30,2022-06-30,7096384150.79
2022-10-27,2022-09-30,5655970440.37
2023-03-29,2022-12-31,5992459619.1
2023-04-27,2023-03-31,6262713121.99
2023-08-31,2023-06-30,6344867660.82
2023-10-30,2023-09-30,5338502839.78
2024-04-26,2023-12-31,5540532205.4
2024-04-30,2024-03-31,5627844332.87
2024-08-28,2024-06-30,5809189814.69
2024-10-31,2024-09-30,6749736195.73
2025-04-28,2024-12-31,7310001772.18
2025-04-30,2025-03-31,7260660902.9
2025-08-28,2025-06-30,8173026749.62
2025-10-31,2025-09-30,8443701823.94
