date,period,value
2020-04-30,2020-03-31,185804561.15
2020-08-19,2020-06-30,186593879.4
2020-10-31,2020-09-30,164969911.34
2021-03-16,2020-12-31,1203588147.46
2021-04-29,2021-03-31,2649583155.44
2021-08-14,2021-06-30,2531096998.07
2021-10-28,2021-09-30,1974753174.31
2022-03-09,2021-12-31,852967959.24
2022-04-30,2022-03-31,2540820462.26
2022-08-30,2022-06-30,3645943522.88
2022-10-27,2022-09-30,3667776370.13
2023-03-29,2022-12-31,3544597694.82
2023-04-27,2023-03-31,3231500452.02
2023-08-31,2023-06-30,2661132162.28
2023-10-30,2023-09-30,567594718.73
2024-04-26,2023-12-31,560796864.81
2024-04-30,2024-03-31,1678018705.1
2024-08-28,2024-06-30,3229923977.94
2024-10-31,2024-09-30,2863252685.37
2025-04-28,2024-12-31,1777138414.18
2025-04-30,2025-03-31,1170716099.37
2025-08-28,2025-06-30,1717486564.67
2025-10-31,2025-09-30,939317957.29
