date,period,value
2021-04-29,2021-03-31,794292014.02
2021-08-27,2021-06-30,564549602.16
2021-10-29,2021-09-30,501448409.19
2022-03-25,2021-12-31,462149789.12
2022-04-29,2022-03-31,423895583.87
2022-08-26,2022-06-30,384219594.89
2022-10-28,2022-09-30,348882003.66
2023-03-25,2022-12-31,313759179.21
2023-04-28,2023-03-31,273748328.68
2023-08-25,2023-06-30,234307747.44
2023-10-27,2023-09-30,194325352.52
2024-03-23,2023-12-31,506220998.32
2024-04-25,2024-03-31,473207480.53
2024-08-24,2024-06-30,467887351.78
2024-10-25,2024-09-30,427021530.86
2025-03-22,2024-12-31,385900204.0
2025-04-30,2025-03-31,343863642.91
2025-08-23,2025-06-30,307553968.54
2025-10-29,2025-09-30,266684838.09
2026-03-25,2025-12-31,227452260.78
