date,period,value
2020-08-03,2020-03-31,-45339292.29
2021-01-19,2020-09-30,-95586224.36
2021-06-22,2020-12-31,-128321600.0
2021-08-02,2020-06-30,-65137508.11
2021-08-02,2021-06-30,-9800808.96
2022-04-15,2021-12-31,-57946231.04
2022-08-26,2022-06-30,-155557704.17
2023-04-08,2022-12-31,-84866046.61
2023-08-23,2023-06-30,20842499.02
2024-04-16,2023-12-31,-48862821.09
2024-08-28,2024-06-30,-128680227.86
2025-03-31,2024-12-31,-111739010.36
2025-08-22,2025-06-30,-44045016.4
2026-03-21,2025-12-31,-92993308.61
