date,period,value
2020-08-03,2020-03-31,31855023.74
2021-01-19,2020-09-30,7586406.91
2021-06-22,2020-12-31,5659433.11
2021-08-02,2020-06-30,18485964.7
2021-08-02,2021-06-30,59937522.86
2022-04-15,2021-12-31,1345194493.67
2022-08-26,2022-06-30,-182046607.15
2023-04-08,2022-12-31,-251706445.18
2023-08-23,2023-06-30,-152752120.94
2024-04-16,2023-12-31,-103532415.31
2024-08-28,2024-06-30,-119821859.6
2025-03-31,2024-12-31,-112375858.0
2025-08-22,2025-06-30,-157983277.26
2026-03-21,2025-12-31,42231088.56
