date,period,value
2020-04-27,2020-03-31,24694024000.0
2020-08-31,2020-06-30,19624666000.0
2020-10-30,2020-09-30,21292705000.0
2021-03-31,2020-12-31,21303430000.0
2021-04-29,2021-03-31,21432334000.0
2021-08-30,2021-06-30,16342651000.0
2021-10-30,2021-09-30,17728287000.0
2022-03-31,2021-12-31,12371414000.0
2022-04-29,2022-03-31,13455268000.0
2022-08-31,2022-06-30,17298191000.0
2022-10-31,2022-09-30,11984611000.0
2023-03-31,2022-12-31,19098195000.0
2023-04-28,2023-03-31,12564472000.0
2023-08-30,2023-06-30,19294399000.0
2023-10-31,2023-09-30,17371536000.0
2024-03-29,2023-12-31,25131941000.0
2024-04-30,2024-03-31,15283944000.0
2024-08-30,2024-06-30,14363697000.0
2024-10-31,2024-09-30,32019716000.0
2025-03-28,2024-12-31,16699143000.0
2025-04-30,2025-03-31,15632178000.0
2025-08-29,2025-06-30,9201326000.0
2025-10-31,2025-09-30,17505609000.0
2026-03-31,2025-12-31,12748550000.0
